State,Year,Excessive drinking,Median household income
AK,1/1/2014,0.266,69192
AK,1/1/2015,0.266,74088
AK,1/1/2014,0.185,71094
AK,1/1/2015,0.185,76362
AK,1/1/2014,0.171,41722
AK,1/1/2015,0.171,42876
AK,1/1/2014,0.143,47498
AK,1/1/2015,0.143,47930
AK,1/1/2014,0.2,63979
AK,1/1/2015,0.2,67204
AK,1/1/2014,0.16,49890
AK,1/1/2015,0.16,55295
AK,1/1/2014,0.209,76967
AK,1/1/2015,0.209,83642
AK,1/1/2014,0.185,60431
AK,1/1/2015,0.185,61629
AK,1/1/2014,0.212,61296
AK,1/1/2015,0.212,62619
AK,1/1/2014,0.267,61498
AK,1/1/2015,0.267,64782
AK,1/1/2014,0.194,44657
AK,1/1/2015,0.194,43936
AK,1/1/2014,0.183,68109
AK,1/1/2015,0.183,72371
AK,1/1/2014,0.19,47022
AK,1/1/2015,0.19,46471
AK,1/1/2014,0.147,69138
AK,1/1/2015,0.147,74174
AK,1/1/2014,0.212,52945
AK,1/1/2015,0.212,54600
AK,1/1/2014,0.2,44721
AK,1/1/2015,0.2,48175
AK,1/1/2014,0.246,61771
AK,1/1/2015,0.246,66038
AK,1/1/2014,0.292,48137
AK,1/1/2015,0.292,49138
AK,1/1/2014,0.145,56456
AK,1/1/2015,0.145,54922
AK,1/1/2014,0.218,65098
AK,1/1/2015,0.218,63541
AK,1/1/2014,0.092,32860
AK,1/1/2015,0.092,31274
AK,1/1/2014,0.196,53745
AK,1/1/2015,0.196,54624
AK,1/1/2014,0.253,33998
AK,1/1/2015,0.253,35114
AL,1/1/2014,0.167,51441
AL,1/1/2015,0.167,51868
AL,1/1/2014,0.179,48867
AL,1/1/2015,0.179,47539
AL,1/1/2014,0.135,30287
AL,1/1/2015,0.135,30981
AL,1/1/2014,0.112,37392
AL,1/1/2015,0.112,39781
AL,1/1/2014,0.055,44225
AL,1/1/2015,0.055,44392
AL,1/1/2014,,25854
AL,1/1/2015,,25937
AL,1/1/2014,0.109,30605
AL,1/1/2015,0.109,31041
AL,1/1/2014,0.116,39212
AL,1/1/2015,0.116,37898
AL,1/1/2014,,32320
AL,1/1/2015,,33883
AL,1/1/2014,0.149,37868
AL,1/1/2015,0.149,37478
AL,1/1/2014,0.093,39621
AL,1/1/2015,0.093,41348
AL,1/1/2014,,33390
AL,1/1/2015,,33581
AL,1/1/2014,0.088,34606
AL,1/1/2015,0.088,34593
AL,1/1/2014,,34579
AL,1/1/2015,,33344
AL,1/1/2014,,38235
AL,1/1/2015,,40407
AL,1/1/2014,0.098,45631
AL,1/1/2015,0.098,44666
AL,1/1/2014,0.074,39771
AL,1/1/2015,0.074,40032
AL,1/1/2014,,27110
AL,1/1/2015,,27196
AL,1/1/2014,,32960
AL,1/1/2015,,35175
AL,1/1/2014,0.109,34017
AL,1/1/2015,0.109,35187
AL,1/1/2014,,33648
AL,1/1/2015,,34105
AL,1/1/2014,0.109,37938
AL,1/1/2015,0.109,40142
AL,1/1/2014,0.144,40125
AL,1/1/2015,0.144,41805
AL,1/1/2014,0.12,27400
AL,1/1/2015,0.12,27524
AL,1/1/2014,0.101,37644
AL,1/1/2015,0.101,36713
AL,1/1/2014,0.103,52324
AL,1/1/2015,0.103,51650
AL,1/1/2014,0.077,33588
AL,1/1/2015,0.077,33455
AL,1/1/2014,0.107,35737
AL,1/1/2015,0.107,38587
AL,1/1/2014,,35720
AL,1/1/2015,,35661
AL,1/1/2014,,33173
AL,1/1/2015,,33332
AL,1/1/2014,0.126,33347
AL,1/1/2015,0.126,35378
AL,1/1/2014,,24592
AL,1/1/2015,,25864
AL,1/1/2014,,31025
AL,1/1/2015,,33597
AL,1/1/2014,,37108
AL,1/1/2015,,41590
AL,1/1/2014,0.133,40609
AL,1/1/2015,0.133,39636
AL,1/1/2014,0.084,39618
AL,1/1/2015,0.084,37204
AL,1/1/2014,0.145,43967
AL,1/1/2015,0.145,45024
AL,1/1/2014,,33940
AL,1/1/2015,,36475
AL,1/1/2014,0.063,41536
AL,1/1/2015,0.063,43586
AL,1/1/2014,,38524
AL,1/1/2015,,40713
AL,1/1/2014,0.178,43182
AL,1/1/2015,0.178,44647
AL,1/1/2014,0.086,49616
AL,1/1/2015,0.086,50148
AL,1/1/2014,0.163,28544
AL,1/1/2015,0.163,29734
AL,1/1/2014,,27709
AL,1/1/2015,,29228
AL,1/1/2014,0.114,57072
AL,1/1/2015,0.114,58258
AL,1/1/2014,0.128,31888
AL,1/1/2015,0.128,33749
AL,1/1/2014,,32237
AL,1/1/2015,,34162
AL,1/1/2014,0.116,36960
AL,1/1/2015,0.116,38399
AL,1/1/2014,0.147,39546
AL,1/1/2015,0.147,42278
AL,1/1/2014,,36221
AL,1/1/2015,,32696
AL,1/1/2014,0.147,41430
AL,1/1/2015,0.147,44013
AL,1/1/2014,0.108,44766
AL,1/1/2015,0.108,44079
AL,1/1/2014,0.182,25215
AL,1/1/2015,0.182,25461
AL,1/1/2014,0.075,31433
AL,1/1/2015,0.075,32314
AL,1/1/2014,0.11,32411
AL,1/1/2015,0.11,35944
AL,1/1/2014,0.141,35024
AL,1/1/2015,0.141,35121
AL,1/1/2014,,34310
AL,1/1/2015,,35762
AL,1/1/2014,0.126,67244
AL,1/1/2015,0.126,68718
AL,1/1/2014,0.099,50989
AL,1/1/2015,0.099,52437
AL,1/1/2014,,24059
AL,1/1/2015,,24504
AL,1/1/2014,0.105,34785
AL,1/1/2015,0.105,38505
AL,1/1/2014,0.161,36463
AL,1/1/2015,0.161,37747
AL,1/1/2014,0.124,41495
AL,1/1/2015,0.124,45959
AL,1/1/2014,0.083,36600
AL,1/1/2015,0.083,37193
AL,1/1/2014,,39173
AL,1/1/2015,,41115
AL,1/1/2014,0.072,22126
AL,1/1/2015,0.072,23184
AL,1/1/2014,0.111,32663
AL,1/1/2015,0.111,33578
AR,1/1/2014,0.115,37907
AR,1/1/2015,0.115,38497
AR,1/1/2014,,39276
AR,1/1/2015,,36479
AR,1/1/2014,0.137,35315
AR,1/1/2015,0.137,36082
AR,1/1/2014,0.14,52717
AR,1/1/2015,0.14,56518
AR,1/1/2014,0.064,35848
AR,1/1/2015,0.064,38410
AR,1/1/2014,,31940
AR,1/1/2015,,31733
AR,1/1/2014,,36216
AR,1/1/2015,,37497
AR,1/1/2014,0.105,34096
AR,1/1/2015,0.105,34109
AR,1/1/2014,,26911
AR,1/1/2015,,28006
AR,1/1/2014,,34482
AR,1/1/2015,,36517
AR,1/1/2014,,32642
AR,1/1/2015,,33488
AR,1/1/2014,,41337
AR,1/1/2015,,41612
AR,1/1/2014,,41338
AR,1/1/2015,,42414
AR,1/1/2014,,35024
AR,1/1/2015,,36927
AR,1/1/2014,,35832
AR,1/1/2015,,38145
AR,1/1/2014,0.095,42437
AR,1/1/2015,0.095,41608
AR,1/1/2014,0.136,39367
AR,1/1/2015,0.136,39384
AR,1/1/2014,0.118,36588
AR,1/1/2015,0.118,37726
AR,1/1/2014,0.126,35839
AR,1/1/2015,0.126,35438
AR,1/1/2014,,30984
AR,1/1/2015,,32591
AR,1/1/2014,,30298
AR,1/1/2015,,30241
AR,1/1/2014,,33682
AR,1/1/2015,,35249
AR,1/1/2014,0.148,49843
AR,1/1/2015,0.148,49936
AR,1/1/2014,,39763
AR,1/1/2015,,38874
AR,1/1/2014,,31988
AR,1/1/2015,,33439
AR,1/1/2014,0.174,39617
AR,1/1/2015,0.174,39057
AR,1/1/2014,0.192,47421
AR,1/1/2015,0.192,47089
AR,1/1/2014,0.108,38771
AR,1/1/2015,0.108,40840
AR,1/1/2014,0.095,32292
AR,1/1/2015,0.095,33715
AR,1/1/2014,0.097,41754
AR,1/1/2015,0.097,39927
AR,1/1/2014,,33049
AR,1/1/2015,,32740
AR,1/1/2014,0.099,37818
AR,1/1/2015,0.099,37761
AR,1/1/2014,,29663
AR,1/1/2015,,33308
AR,1/1/2014,,30604
AR,1/1/2015,,32923
AR,1/1/2014,0.148,36346
AR,1/1/2015,0.148,36169
AR,1/1/2014,0.112,34322
AR,1/1/2015,0.112,33634
AR,1/1/2014,,28857
AR,1/1/2015,,30642
AR,1/1/2014,,29229
AR,1/1/2015,,34740
AR,1/1/2014,0.093,26046
AR,1/1/2015,0.093,27068
AR,1/1/2014,,36222
AR,1/1/2015,,36062
AR,1/1/2014,,35406
AR,1/1/2015,,36310
AR,1/1/2014,0.111,33850
AR,1/1/2015,0.111,34090
AR,1/1/2014,0.147,51212
AR,1/1/2015,0.147,55648
AR,1/1/2014,0.173,33428
AR,1/1/2015,0.173,36358
AR,1/1/2014,0.121,31516
AR,1/1/2015,0.121,34217
AR,1/1/2014,0.129,38225
AR,1/1/2015,0.129,40005
AR,1/1/2014,0.054,34058
AR,1/1/2015,0.054,34285
AR,1/1/2014,,29032
AR,1/1/2015,,29870
AR,1/1/2014,,32779
AR,1/1/2015,,31763
AR,1/1/2014,,32107
AR,1/1/2015,,33341
AR,1/1/2014,0.191,29316
AR,1/1/2015,0.191,31824
AR,1/1/2014,0.125,32749
AR,1/1/2015,0.125,35006
AR,1/1/2014,,40119
AR,1/1/2015,,42328
AR,1/1/2014,0.14,26013
AR,1/1/2015,0.14,25894
AR,1/1/2014,,33144
AR,1/1/2015,,35592
AR,1/1/2014,,32248
AR,1/1/2015,,34113
AR,1/1/2014,0.108,31749
AR,1/1/2015,0.108,31818
AR,1/1/2014,0.122,40206
AR,1/1/2015,0.122,39704
AR,1/1/2014,,36191
AR,1/1/2015,,38921
AR,1/1/2014,0.159,44819
AR,1/1/2015,0.159,46526
AR,1/1/2014,,33870
AR,1/1/2015,,33148
AR,1/1/2014,0.105,57787
AR,1/1/2015,0.105,54921
AR,1/1/2014,,30630
AR,1/1/2015,,32404
AR,1/1/2014,,26330
AR,1/1/2015,,27299
AR,1/1/2014,0.109,38730
AR,1/1/2015,0.109,41685
AR,1/1/2014,0.156,32662
AR,1/1/2015,0.156,33698
AR,1/1/2014,0.071,30076
AR,1/1/2015,0.071,31224
AR,1/1/2014,0.082,32932
AR,1/1/2015,0.082,29011
AR,1/1/2014,,28442
AR,1/1/2015,,27522
AR,1/1/2014,0.119,40026
AR,1/1/2015,0.119,38132
AR,1/1/2014,0.155,35876
AR,1/1/2015,0.155,35111
AR,1/1/2014,0.15,41856
AR,1/1/2015,0.15,43302
AR,1/1/2014,0.096,40950
AR,1/1/2015,0.096,43363
AR,1/1/2014,,29184
AR,1/1/2015,,29159
AR,1/1/2014,0.156,38322
AR,1/1/2015,0.156,34679
AZ,1/1/2014,0.134,32886
AZ,1/1/2015,0.134,30252
AZ,1/1/2014,0.129,43017
AZ,1/1/2015,0.129,45294
AZ,1/1/2014,0.151,45509
AZ,1/1/2015,0.151,48732
AZ,1/1/2014,0.147,38267
AZ,1/1/2015,0.147,39868
AZ,1/1/2014,0.138,41080
AZ,1/1/2015,0.138,43497
AZ,1/1/2014,0.181,53312
AZ,1/1/2015,0.181,54673
AZ,1/1/2014,0.203,35236
AZ,1/1/2015,0.203,33994
AZ,1/1/2014,0.167,51442
AZ,1/1/2015,0.167,52066
AZ,1/1/2014,0.163,34966
AZ,1/1/2015,0.163,38560
AZ,1/1/2014,0.114,34662
AZ,1/1/2015,0.114,37182
AZ,1/1/2014,0.152,44745
AZ,1/1/2015,0.152,43926
AZ,1/1/2014,0.181,50362
AZ,1/1/2015,0.181,49887
AZ,1/1/2014,0.174,36660
AZ,1/1/2015,0.174,35753
AZ,1/1/2014,0.141,43397
AZ,1/1/2015,0.141,40486
AZ,1/1/2014,0.141,39072
AZ,1/1/2015,0.141,40498
CA,1/1/2014,0.194,70209
CA,1/1/2015,0.194,72128
CA,1/1/2014,0.178,51388
CA,1/1/2015,0.178,52357
CA,1/1/2014,0.204,40748
CA,1/1/2015,0.204,42395
CA,1/1/2014,0.239,50962
CA,1/1/2015,0.239,52598
CA,1/1/2014,,49871
CA,1/1/2015,,48897
CA,1/1/2014,0.184,74208
CA,1/1/2015,0.184,78909
CA,1/1/2014,,37305
CA,1/1/2015,,38663
CA,1/1/2014,0.209,68446
CA,1/1/2015,0.209,63002
CA,1/1/2014,0.175,41563
CA,1/1/2015,0.175,43741
CA,1/1/2014,0.17,41201
CA,1/1/2015,0.17,42129
CA,1/1/2014,0.22,39837
CA,1/1/2015,0.22,40882
CA,1/1/2014,0.158,38185
CA,1/1/2015,0.158,40106
CA,1/1/2014,,45748
CA,1/1/2015,,45784
CA,1/1/2014,0.157,45599
CA,1/1/2015,0.157,46688
CA,1/1/2014,0.147,45464
CA,1/1/2015,0.147,45794
CA,1/1/2014,0.207,35437
CA,1/1/2015,0.207,36973
CA,1/1/2014,0.205,47480
CA,1/1/2015,0.205,50487
CA,1/1/2014,0.154,52929
CA,1/1/2015,0.154,54443
CA,1/1/2014,0.15,42054
CA,1/1/2015,0.15,41223
CA,1/1/2014,0.22,88654
CA,1/1/2015,0.22,94347
CA,1/1/2014,0.18,43166
CA,1/1/2015,0.18,45251
CA,1/1/2014,0.241,41088
CA,1/1/2015,0.241,42001
CA,1/1/2014,0.142,42552
CA,1/1/2015,0.142,41003
CA,1/1/2014,,36724
CA,1/1/2015,,37055
CA,1/1/2014,0.259,53067
CA,1/1/2015,0.259,55107
CA,1/1/2014,0.154,56038
CA,1/1/2015,0.154,55411
CA,1/1/2014,0.237,65698
CA,1/1/2015,0.237,68619
CA,1/1/2014,0.171,54230
CA,1/1/2015,0.171,55246
CA,1/1/2014,0.172,71866
CA,1/1/2015,0.172,73827
CA,1/1/2014,0.164,69521
CA,1/1/2015,0.164,73643
CA,1/1/2014,0.183,46450
CA,1/1/2015,0.183,47645
CA,1/1/2014,0.175,52416
CA,1/1/2015,0.175,53909
CA,1/1/2014,0.18,52617
CA,1/1/2015,0.18,52980
CA,1/1/2014,0.238,60577
CA,1/1/2015,0.238,66780
CA,1/1/2014,0.173,50603
CA,1/1/2015,0.173,52112
CA,1/1/2014,0.172,60235
CA,1/1/2015,0.172,61365
CA,1/1/2014,0.206,72093
CA,1/1/2015,0.206,76933
CA,1/1/2014,0.175,50431
CA,1/1/2015,0.175,51219
CA,1/1/2014,0.175,58427
CA,1/1/2015,0.175,57743
CA,1/1/2014,0.206,81568
CA,1/1/2015,0.206,91061
CA,1/1/2014,0.18,60683
CA,1/1/2015,0.18,60803
CA,1/1/2014,0.149,91195
CA,1/1/2015,0.149,91843
CA,1/1/2014,0.205,65799
CA,1/1/2015,0.205,65282
CA,1/1/2014,0.196,44477
CA,1/1/2015,0.196,41236
CA,1/1/2014,,45157
CA,1/1/2015,,46449
CA,1/1/2014,0.195,36597
CA,1/1/2015,0.195,37108
CA,1/1/2014,0.183,61976
CA,1/1/2015,0.183,63398
CA,1/1/2014,0.217,59855
CA,1/1/2015,0.217,61020
CA,1/1/2014,0.17,46324
CA,1/1/2015,0.17,47808
CA,1/1/2014,0.108,46524
CA,1/1/2015,0.108,47903
CA,1/1/2014,0.177,38577
CA,1/1/2015,0.177,43459
CA,1/1/2014,,35162
CA,1/1/2015,,35708
CA,1/1/2014,0.192,40197
CA,1/1/2015,0.192,39657
CA,1/1/2014,0.265,46624
CA,1/1/2015,0.265,50774
CA,1/1/2014,0.177,71043
CA,1/1/2015,0.177,76513
CA,1/1/2014,0.19,51040
CA,1/1/2015,0.19,55011
CA,1/1/2014,0.194,41599
CA,1/1/2015,0.194,41824
CO,1/1/2014,0.189,55695
CO,1/1/2015,0.189,54876
CO,1/1/2014,0.14,37731
CO,1/1/2015,0.14,37484
CO,1/1/2014,0.175,60525
CO,1/1/2015,0.175,61092
CO,1/1/2014,0.165,46127
CO,1/1/2015,0.165,44417
CO,1/1/2014,,37775
CO,1/1/2015,,35787
CO,1/1/2014,,33540
CO,1/1/2015,,34440
CO,1/1/2014,0.155,66894
CO,1/1/2015,0.155,71405
CO,1/1/2014,0.157,81040
CO,1/1/2015,0.157,79117
CO,1/1/2014,0.117,44651
CO,1/1/2015,0.117,48012
CO,1/1/2014,,51093
CO,1/1/2015,,50379
CO,1/1/2014,0.23,65359
CO,1/1/2015,0.23,63489
CO,1/1/2014,0.134,31970
CO,1/1/2015,0.134,34923
CO,1/1/2014,,26075
CO,1/1/2015,,28233
CO,1/1/2014,,30460
CO,1/1/2015,,31477
CO,1/1/2014,0.185,46744
CO,1/1/2015,0.185,47268
CO,1/1/2014,0.161,41208
CO,1/1/2015,0.161,41730
CO,1/1/2014,0.22,50455
CO,1/1/2015,0.22,51156
CO,1/1/2014,0.189,39254
CO,1/1/2015,0.189,42416
CO,1/1/2014,0.176,98426
CO,1/1/2015,0.176,105192
CO,1/1/2014,0.232,69870
CO,1/1/2015,0.232,78517
CO,1/1/2014,0.149,55312
CO,1/1/2015,0.149,57072
CO,1/1/2014,0.165,81528
CO,1/1/2015,0.165,80972
CO,1/1/2014,0.134,40809
CO,1/1/2015,0.134,41412
CO,1/1/2014,0.183,54088
CO,1/1/2015,0.183,57364
CO,1/1/2014,0.186,61447
CO,1/1/2015,0.186,64962
CO,1/1/2014,0.22,56191
CO,1/1/2015,0.22,57312
CO,1/1/2014,0.265,49861
CO,1/1/2015,0.265,48391
CO,1/1/2014,0.157,31574
CO,1/1/2015,0.157,32418
CO,1/1/2014,0.19,67401
CO,1/1/2015,0.19,68161
CO,1/1/2015,,42378
CO,1/1/2014,0.155,44059
CO,1/1/2015,0.155,39633
CO,1/1/2014,0.213,55888
CO,1/1/2015,0.213,58675
CO,1/1/2014,0.17,45504
CO,1/1/2015,0.17,47547
CO,1/1/2014,0.164,56132
CO,1/1/2015,0.164,59337
CO,1/1/2014,0.156,38713
CO,1/1/2015,0.156,38547
CO,1/1/2014,0.091,38098
CO,1/1/2015,0.091,41510
CO,1/1/2014,0.182,42740
CO,1/1/2015,0.182,43561
CO,1/1/2014,0.182,46940
CO,1/1/2015,0.182,48108
CO,1/1/2014,0.259,57023
CO,1/1/2015,0.259,58890
CO,1/1/2014,0.166,40351
CO,1/1/2015,0.166,43655
CO,1/1/2014,0.139,45226
CO,1/1/2015,0.139,43946
CO,1/1/2014,0.148,44577
CO,1/1/2015,0.148,46332
CO,1/1/2014,0.156,35026
CO,1/1/2015,0.156,36811
CO,1/1/2014,,61657
CO,1/1/2015,,58137
CO,1/1/2014,0.208,60731
CO,1/1/2015,0.208,57510
CO,1/1/2014,0.174,46216
CO,1/1/2015,0.174,46805
CO,1/1/2014,0.263,67057
CO,1/1/2015,0.263,71012
CO,1/1/2014,0.114,36580
CO,1/1/2015,0.114,38830
CO,1/1/2014,0.144,41209
CO,1/1/2015,0.144,41352
CO,1/1/2014,0.179,57922
CO,1/1/2015,0.179,59364
CO,1/1/2014,0.086,37837
CO,1/1/2015,0.086,39834
CO,1/1/2014,0.265,62271
CO,1/1/2015,0.265,63763
CO,1/1/2014,,30197
CO,1/1/2015,,35310
CO,1/1/2014,0.274,53477
CO,1/1/2015,0.274,53674
CO,1/1/2014,,37633
CO,1/1/2015,,39980
CO,1/1/2014,0.329,61286
CO,1/1/2015,0.329,63236
CO,1/1/2014,0.113,59558
CO,1/1/2015,0.113,62725
CO,1/1/2014,,43446
CO,1/1/2015,,45572
CO,1/1/2014,0.172,55332
CO,1/1/2015,0.172,58404
CO,1/1/2014,,45059
CO,1/1/2015,,45487
CT,1/1/2014,0.206,79536
CT,1/1/2015,0.206,81816
CT,1/1/2014,0.177,63374
CT,1/1/2015,0.177,63491
CT,1/1/2014,0.187,67746
CT,1/1/2015,0.187,70519
CT,1/1/2014,0.191,74588
CT,1/1/2015,0.191,75335
CT,1/1/2014,0.189,59217
CT,1/1/2015,0.189,58672
CT,1/1/2014,0.19,65573
CT,1/1/2015,0.19,62638
CT,1/1/2014,0.189,75048
CT,1/1/2015,0.189,73660
CT,1/1/2014,0.168,54221
CT,1/1/2015,0.168,55948
DC,1/1/2015,0.196,66326
DE,1/1/2014,0.161,51695
DE,1/1/2015,0.161,53811
DE,1/1/2014,0.216,62086
DE,1/1/2015,0.216,63033
DE,1/1/2014,0.179,48684
DE,1/1/2015,0.179,50207
FL,1/1/2014,0.141,41297
FL,1/1/2015,0.141,39614
FL,1/1/2014,0.119,45721
FL,1/1/2015,0.119,46505
FL,1/1/2014,0.211,45259
FL,1/1/2015,0.211,45249
FL,1/1/2014,0.159,38680
FL,1/1/2015,0.159,40668
FL,1/1/2014,0.197,46332
FL,1/1/2015,0.197,46677
FL,1/1/2014,0.15,49564
FL,1/1/2015,0.15,50343
FL,1/1/2014,0.081,33418
FL,1/1/2015,0.081,33977
FL,1/1/2014,0.131,44454
FL,1/1/2015,0.131,43611
FL,1/1/2014,0.15,38937
FL,1/1/2015,0.15,39285
FL,1/1/2014,0.16,56359
FL,1/1/2015,0.16,57991
FL,1/1/2014,0.175,54475
FL,1/1/2015,0.175,55584
FL,1/1/2014,0.162,37091
FL,1/1/2015,0.162,41722
FL,1/1/2014,0.154,33602
FL,1/1/2015,0.154,33198
FL,1/1/2014,0.074,31913
FL,1/1/2015,0.074,31649
FL,1/1/2014,0.156,43835
FL,1/1/2015,0.156,47876
FL,1/1/2014,0.152,44539
FL,1/1/2015,0.152,42742
FL,1/1/2014,0.128,44460
FL,1/1/2015,0.128,47872
FL,1/1/2014,0.129,37868
FL,1/1/2015,0.129,33471
FL,1/1/2014,0.111,35854
FL,1/1/2015,0.111,34348
FL,1/1/2014,0.152,38016
FL,1/1/2015,0.152,39854
FL,1/1/2014,0.114,37004
FL,1/1/2015,0.114,39003
FL,1/1/2014,0.172,34940
FL,1/1/2015,0.172,38880
FL,1/1/2014,0.106,32232
FL,1/1/2015,0.106,33836
FL,1/1/2014,,34012
FL,1/1/2015,,34884
FL,1/1/2014,0.142,36515
FL,1/1/2015,0.142,37085
FL,1/1/2014,0.166,37093
FL,1/1/2015,0.166,39280
FL,1/1/2014,0.115,34722
FL,1/1/2015,0.115,34054
FL,1/1/2014,0.186,46534
FL,1/1/2015,0.186,49510
FL,1/1/2014,0.093,36272
FL,1/1/2015,0.093,33220
FL,1/1/2014,0.197,42638
FL,1/1/2015,0.197,44326
FL,1/1/2014,0.109,34978
FL,1/1/2015,0.109,36332
FL,1/1/2014,0.091,38244
FL,1/1/2015,0.091,39494
FL,1/1/2014,0.077,34054
FL,1/1/2015,0.077,37120
FL,1/1/2014,0.118,41579
FL,1/1/2015,0.118,44244
FL,1/1/2014,0.173,46396
FL,1/1/2015,0.173,46605
FL,1/1/2014,0.188,46014
FL,1/1/2015,0.188,46975
FL,1/1/2014,0.109,32815
FL,1/1/2015,0.109,33193
FL,1/1/2014,0.136,37726
FL,1/1/2015,0.136,36561
FL,1/1/2014,0.127,31469
FL,1/1/2015,0.127,30391
FL,1/1/2014,0.166,46999
FL,1/1/2015,0.166,48066
FL,1/1/2014,0.145,37287
FL,1/1/2015,0.145,38783
FL,1/1/2014,0.172,47120
FL,1/1/2015,0.172,51159
FL,1/1/2014,0.124,41311
FL,1/1/2015,0.124,41840
FL,1/1/2014,0.281,52152
FL,1/1/2015,0.281,50380
FL,1/1/2014,0.138,55367
FL,1/1/2015,0.138,56987
FL,1/1/2014,0.164,52381
FL,1/1/2015,0.164,54265
FL,1/1/2014,0.122,34742
FL,1/1/2015,0.122,35954
FL,1/1/2014,0.16,45565
FL,1/1/2015,0.16,46675
FL,1/1/2014,0.125,42743
FL,1/1/2015,0.125,41592
FL,1/1/2014,0.151,51217
FL,1/1/2015,0.151,51768
FL,1/1/2014,0.197,42695
FL,1/1/2015,0.197,45454
FL,1/1/2014,0.173,44819
FL,1/1/2015,0.173,43773
FL,1/1/2014,0.143,41337
FL,1/1/2015,0.143,42447
FL,1/1/2014,0.144,33593
FL,1/1/2015,0.144,32852
FL,1/1/2014,0.172,59854
FL,1/1/2015,0.172,54876
FL,1/1/2014,0.172,48239
FL,1/1/2015,0.172,48717
FL,1/1/2014,0.203,54901
FL,1/1/2015,0.203,55195
FL,1/1/2014,0.208,62112
FL,1/1/2015,0.208,66312
FL,1/1/2014,0.13,41934
FL,1/1/2015,0.13,42825
FL,1/1/2014,0.107,47017
FL,1/1/2015,0.107,52670
FL,1/1/2014,0.136,34434
FL,1/1/2015,0.136,35666
FL,1/1/2014,0.138,36257
FL,1/1/2015,0.138,38370
FL,1/1/2014,0.145,39486
FL,1/1/2015,0.145,40841
FL,1/1/2014,0.167,40114
FL,1/1/2015,0.167,40908
FL,1/1/2014,0.214,46773
FL,1/1/2015,0.214,47430
FL,1/1/2014,0.183,40239
FL,1/1/2015,0.183,45357
FL,1/1/2014,0.074,36560
FL,1/1/2015,0.074,35671
GA,1/1/2014,,35757
GA,1/1/2015,,36915
GA,1/1/2014,,28693
GA,1/1/2015,,30883
GA,1/1/2014,,32460
GA,1/1/2015,,33781
GA,1/1/2014,,30042
GA,1/1/2015,,37135
GA,1/1/2014,0.148,35412
GA,1/1/2015,0.148,35815
GA,1/1/2014,,43102
GA,1/1/2015,,42495
GA,1/1/2014,0.154,49608
GA,1/1/2015,0.154,54668
GA,1/1/2014,0.134,46693
GA,1/1/2015,0.134,46330
GA,1/1/2014,,29155
GA,1/1/2015,,30090
GA,1/1/2014,0.13,32955
GA,1/1/2015,0.13,37903
GA,1/1/2014,0.102,36198
GA,1/1/2015,0.102,36816
GA,1/1/2014,,40922
GA,1/1/2015,,40369
GA,1/1/2014,,36303
GA,1/1/2015,,36758
GA,1/1/2014,,32176
GA,1/1/2015,,34367
GA,1/1/2014,0.143,61561
GA,1/1/2015,0.143,66066
GA,1/1/2014,0.153,35078
GA,1/1/2015,0.153,36484
GA,1/1/2014,,32324
GA,1/1/2015,,32675
GA,1/1/2014,,42815
GA,1/1/2015,,43330
GA,1/1/2014,,28818
GA,1/1/2015,,30727
GA,1/1/2014,0.156,51638
GA,1/1/2015,0.156,49098
GA,1/1/2014,,31703
GA,1/1/2015,,31427
GA,1/1/2014,0.156,43636
GA,1/1/2015,0.156,45493
GA,1/1/2014,0.134,46600
GA,1/1/2015,0.134,50847
GA,1/1/2014,,32626
GA,1/1/2015,,35165
GA,1/1/2014,0.161,42694
GA,1/1/2015,0.161,45254
GA,1/1/2014,,43020
GA,1/1/2015,,46893
GA,1/1/2014,,34976
GA,1/1/2015,,34440
GA,1/1/2014,0.155,68800
GA,1/1/2015,0.155,67686
GA,1/1/2014,0.121,32720
GA,1/1/2015,0.121,32864
GA,1/1/2014,,26957
GA,1/1/2015,,27102
GA,1/1/2014,0.097,37594
GA,1/1/2015,0.097,40606
GA,1/1/2014,,31347
GA,1/1/2015,,30094
GA,1/1/2014,0.158,62596
GA,1/1/2015,0.158,62866
GA,1/1/2014,0.117,32646
GA,1/1/2015,0.117,33615
GA,1/1/2014,0.125,32692
GA,1/1/2015,0.125,33095
GA,1/1/2014,0.155,69582
GA,1/1/2015,0.155,72531
GA,1/1/2014,0.137,32107
GA,1/1/2015,0.137,32327
GA,1/1/2014,0.153,61153
GA,1/1/2015,0.153,61469
GA,1/1/2014,,42409
GA,1/1/2015,,43392
GA,1/1/2014,,29175
GA,1/1/2015,,30481
GA,1/1/2014,,40984
GA,1/1/2015,,43446
GA,1/1/2014,0.3,54503
GA,1/1/2015,0.3,52804
GA,1/1/2014,0.154,49061
GA,1/1/2015,0.154,49894
GA,1/1/2014,0.128,30331
GA,1/1/2015,0.128,34102
GA,1/1/2014,,32926
GA,1/1/2015,,33893
GA,1/1/2014,,30371
GA,1/1/2015,,31620
GA,1/1/2014,0.124,31065
GA,1/1/2015,0.124,31575
GA,1/1/2014,0.083,51540
GA,1/1/2015,0.083,51941
GA,1/1/2014,,30953
GA,1/1/2015,,32357
GA,1/1/2014,,32664
GA,1/1/2015,,34809
GA,1/1/2014,0.15,62568
GA,1/1/2015,0.15,61062
GA,1/1/2014,,33081
GA,1/1/2015,,34487
GA,1/1/2014,,28254
